DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,EDUCATION_LEVEL:Education Level,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,UNIT_MEASURE:Unit of measure,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,OBS_STATUS:Observation Status,DATA_SOURCE:Data Source,OBS_CONF:Observation confidentaility,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,OBS_FOOTNOTE:Observation footnote,FREQ_COLL:Time interval at which the source data are collected
UNICEF:EDUCATION(1.0): Education,VUT: Vanuatu,ED_15-24_LR: Youth literacy rate for 15-24 years,M: Male,_T: Total,_T: Total,_T: Total,PCNT: %,2018,95.97657,,,,,UIS,,,2018,,
UNICEF:EDUCATION(1.0): Education,VUT: Vanuatu,ED_15-24_LR: Youth literacy rate for 15-24 years,_T: Total,_T: Total,_T: Total,_T: Total,PCNT: %,2018,96.28212,,,,,UIS,,,2018,,
UNICEF:EDUCATION(1.0): Education,VUT: Vanuatu,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2013,78,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,VUT: Vanuatu,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2013,76.3,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,VUT: Vanuatu,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q1: Lowest,_T: Total,PCNT: %,2013,75.2,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,VUT: Vanuatu,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q2: Second,_T: Total,PCNT: %,2013,72.3,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,VUT: Vanuatu,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q3: Middle,_T: Total,PCNT: %,2013,79.2,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,VUT: Vanuatu,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q4: Fourth,_T: Total,PCNT: %,2013,80,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,VUT: Vanuatu,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q5: Highest,_T: Total,PCNT: %,2013,80.4,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,VUT: Vanuatu,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,R: Rural,PCNT: %,2013,77.2,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,VUT: Vanuatu,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,U: Urban,PCNT: %,2013,77.1,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,VUT: Vanuatu,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2013,77.2,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_15-24_LR: Youth literacy rate for 15-24 years,F: Female,_T: Total,_T: Total,_T: Total,PCNT: %,2018,99.43575,,,,,UIS,,,2018,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_15-24_LR: Youth literacy rate for 15-24 years,M: Male,_T: Total,_T: Total,_T: Total,PCNT: %,2018,98.84151,,,,,UIS,,,2018,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_15-24_LR: Youth literacy rate for 15-24 years,_T: Total,_T: Total,_T: Total,_T: Total,PCNT: %,2018,99.12348,,,,,UIS,,,2018,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",F: Female,ISCED11_02: Pre-primary education,_T: Total,_T: Total,PCNT: %,2020,57.29818,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",M: Male,ISCED11_02: Pre-primary education,_T: Total,_T: Total,PCNT: %,2020,52.26855,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q1: Lowest,_T: Total,PCNT: %,2020,47.97062,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q2: Second,_T: Total,PCNT: %,2020,48.04563,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q3: Middle,_T: Total,PCNT: %,2020,55.29313,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q4: Fourth,_T: Total,PCNT: %,2020,55.40293,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q5: Highest,_T: Total,PCNT: %,2020,75.34783,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,_T: Total,R: Rural,PCNT: %,2020,53.89394,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,_T: Total,U: Urban,PCNT: %,2020,58.22411,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,_T: Total,_T: Total,PCNT: %,2020,54.66229,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2020,90.79504,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2020,90.45319,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q1: Lowest,_T: Total,PCNT: %,2020,86.7164,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q2: Second,_T: Total,PCNT: %,2020,88.21791,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q3: Middle,_T: Total,PCNT: %,2020,92.37081,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q4: Fourth,_T: Total,PCNT: %,2020,93.02208,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q5: Highest,_T: Total,PCNT: %,2020,94.53327,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,R: Rural,PCNT: %,2020,90.26038,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,U: Urban,PCNT: %,2020,92.44447,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2020,90.62074,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2020,82.88795,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2020,78.56747,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q1: Lowest,_T: Total,PCNT: %,2020,73.90644,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q2: Second,_T: Total,PCNT: %,2020,78.61642,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q3: Middle,_T: Total,PCNT: %,2020,88.04097,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q4: Fourth,_T: Total,PCNT: %,2020,83.31947,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q5: Highest,_T: Total,PCNT: %,2020,80.37601,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,R: Rural,PCNT: %,2020,80.52068,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,U: Urban,PCNT: %,2020,80.63473,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2020,80.54291,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2020,80.30711,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2020,66.29996,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q1: Lowest,_T: Total,PCNT: %,2020,62.27065,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q2: Second,_T: Total,PCNT: %,2020,66.61528,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q3: Middle,_T: Total,PCNT: %,2020,76.63734,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q4: Fourth,_T: Total,PCNT: %,2020,75.63911,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q5: Highest,_T: Total,PCNT: %,2020,84.75662,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,R: Rural,PCNT: %,2020,71.70029,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,U: Urban,PCNT: %,2020,78.57005,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2020,73.09429,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L1: Completion rate for children of primary school age,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2020,99.21444,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L1: Completion rate for children of primary school age,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2020,96.24364,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q1: Lowest,_T: Total,PCNT: %,2020,96.71606,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q2: Second,_T: Total,PCNT: %,2020,96.5704,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q3: Middle,_T: Total,PCNT: %,2020,99.38071,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q4: Fourth,_T: Total,PCNT: %,2020,97.40862,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q5: Highest,_T: Total,PCNT: %,2020,98.37481,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,R: Rural,PCNT: %,2020,97.54688,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,U: Urban,PCNT: %,2020,98.26218,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2020,97.68605,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2020,98.81593,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2020,94.84519,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q1: Lowest,_T: Total,PCNT: %,2020,94.87472,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q2: Second,_T: Total,PCNT: %,2020,96.7369,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q3: Middle,_T: Total,PCNT: %,2020,97.01703,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q4: Fourth,_T: Total,PCNT: %,2020,97.78168,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q5: Highest,_T: Total,PCNT: %,2020,97.59782,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,R: Rural,PCNT: %,2020,96.40327,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,U: Urban,PCNT: %,2020,98.15663,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2020,96.76987,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2020,65.60306,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2020,47.7582,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,Q1: Lowest,_T: Total,PCNT: %,2020,39.29601,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,Q2: Second,_T: Total,PCNT: %,2020,43.28461,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,Q3: Middle,_T: Total,PCNT: %,2020,56.72954,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,Q4: Fourth,_T: Total,PCNT: %,2020,65.42467,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,Q5: Highest,_T: Total,PCNT: %,2020,78.00304,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,R: Rural,PCNT: %,2020,52.81195,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,U: Urban,PCNT: %,2020,71.09539,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2020,56.55578,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_MAT_G23: Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics,_T: Total,GRAD23: Grade 2 or 3 of primary school,_T: Total,_T: Total,PCNT: %,2019,21.6,,,,,UNSD Global SDG Database,,,2019,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_READ_G23: Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading,_T: Total,GRAD23: Grade 2 or 3 of primary school,_T: Total,_T: Total,PCNT: %,2019,11.7,,,,,UNSD Global SDG Database,,,2019,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L1: Out-of-school rate for children of primary school age,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2020,6.71787,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L1: Out-of-school rate for children of primary school age,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2020,7.124998,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q1: Lowest,_T: Total,PCNT: %,2020,11.078,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q2: Second,_T: Total,PCNT: %,2020,9.105545,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q3: Middle,_T: Total,PCNT: %,2020,4.603611,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q4: Fourth,_T: Total,PCNT: %,2020,4.027701,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q5: Highest,_T: Total,PCNT: %,2020,4.158823,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,R: Rural,PCNT: %,2020,7.170999,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,U: Urban,PCNT: %,2020,5.682815,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L1: Out-of-school rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2020,6.925461,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
