Country,Indicator,Sex,Education Level,Wealth Quintile,Residence,Value,Time
Rwanda,mpletion rate for children of primary school age, Total,Primary education,Total,Total,54.3,2015
Rwanda, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,4.4,2015
Rwanda, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,6.6,2015
Rwanda, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,11.5,2015
Rwanda, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,5.8,2015
Rwanda, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,3.8,2015
Rwanda, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,3.3,2015
Rwanda, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,2.8,2015
Rwanda, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,5.7,2015
Rwanda, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,4.0,2015
Rwanda, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,5.5,2015
Saudi Arabia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,20.06341,2015
Saudi Arabia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,12.52547,2015
Saudi Arabia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,23.0,2019
Saudi Arabia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,77.13205,2016
Saudi Arabia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,50.65632,2016
Saudi Arabia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,63.33069,2016
Sudan,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,67.47585,2014
Sudan,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,68.7086,2014
Sudan,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,48.47321,2014
Sudan,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,54.01144,2014
Sudan,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,68.23019,2014
Sudan,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,87.38016,2014
Sudan,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,94.30224,2014
Sudan,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,61.16716,2014
Sudan,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,86.00682,2014
Sudan,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,68.09702,2014
Sudan,mpletion rate for children of primary school age,Female,Primary education,Total,Total,63.83495,2014
Sudan,mpletion rate for children of primary school age,Male,Primary education,Total,Total,65.75201,2014
Sudan,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,42.10728,2014
Sudan,mpletion rate for children of primary school age, Total,Primary education,Second,Total,50.16748,2014
Sudan,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,57.73879,2014
Sudan,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,83.50621,2014
Sudan,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,94.3253,2014
Sudan,mpletion rate for children of primary school age, Total,Primary education,Total,ural,57.35745,2014
Sudan,mpletion rate for children of primary school age, Total,Primary education,Total,rban,81.12491,2014
Sudan,mpletion rate for children of primary school age, Total,Primary education,Total,Total,64.77421,2014
Sudan, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,21.41373,2014
Sudan, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,20.38257,2014
Sudan, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,40.62295,2014
Sudan, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,33.01374,2014
Sudan, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,15.22208,2014
Sudan, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,4.65824,2014
Sudan, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,1.191218,2014
Sudan, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,26.58731,2014
Sudan, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,6.180501,2014
Sudan, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,20.89414,2014
Senegal,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,62.20639,2019
Senegal,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,59.73409,2019
Senegal,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,43.58649,2019
Senegal,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,52.77651,2019
Senegal,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,62.44965,2019
Senegal,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,68.841,2019
Senegal,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,85.58464,2019
Senegal,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,48.67277,2019
Senegal,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,80.06847,2019
Senegal,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,61.02484,2019
Senegal,mpletion rate for children of primary school age,Female,Primary education,Total,Total,50.44405,2019
Senegal,mpletion rate for children of primary school age,Male,Primary education,Total,Total,43.69796,2019
Senegal,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,25.72101,2019
Senegal,mpletion rate for children of primary school age, Total,Primary education,Second,Total,39.15199,2019
Senegal,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,41.56963,2019
Senegal,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,55.4446,2019
Senegal,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,75.06502,2019
Senegal,mpletion rate for children of primary school age, Total,Primary education,Total,ural,34.0444,2019
Senegal,mpletion rate for children of primary school age, Total,Primary education,Total,rban,63.68207,2019
Senegal,mpletion rate for children of primary school age, Total,Primary education,Total,Total,47.14471,2019
Senegal,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,25.0,2014
Senegal,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,33.33,2014
Senegal,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,27.2,2019
Senegal,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,34.23,2014
Senegal,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,35.2,2014
Senegal,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,41.1,2019
Senegal, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,37.66444,2019
Senegal, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,39.95381,2019
Senegal, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,56.33332,2019
Senegal, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,47.06057,2019
Senegal, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,37.10454,2019
Senegal, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,30.76151,2019
Senegal, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,14.41536,2019
Senegal, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,51.00492,2019
Senegal, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,19.87794,2019
Senegal, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,38.75857,2019
Singapore,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,94.09742,2015
Singapore,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,92.73057,2015
Singapore,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,96.0,2019
Singapore,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,98.16394,2016
Singapore,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,96.40106,2016
Singapore,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,97.25273,2016
Solomon Islands,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,68.0,2015
Solomon Islands,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,65.0,2015
Solomon Islands,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,66.0,2015
Solomon Islands,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,90.5,2015
Solomon Islands,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,57.8,2015
Sierra Leone,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,84.4,2017
Sierra Leone,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,79.2,2017
Sierra Leone,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,65.7,2017
Sierra Leone,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,77.3,2017
Sierra Leone,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,85.6,2017
Sierra Leone,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,89.5,2017
Sierra Leone,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,93.2,2017
Sierra Leone,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,75.2,2017
Sierra Leone,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,90.8,2017
Sierra Leone,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,81.8,2017
Sierra Leone,mpletion rate for children of primary school age,Female,Primary education,Total,Total,65.1,2017
Sierra Leone,mpletion rate for children of primary school age,Male,Primary education,Total,Total,63.3,2017
Sierra Leone,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,32.8,2017
Sierra Leone,mpletion rate for children of primary school age, Total,Primary education,Second,Total,40.3,2017
Sierra Leone,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,61.7,2017
Sierra Leone,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,81.6,2017
Sierra Leone,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,87.0,2017
Sierra Leone,mpletion rate for children of primary school age, Total,Primary education,Total,ural,44.5,2017
Sierra Leone,mpletion rate for children of primary school age, Total,Primary education,Total,rban,82.9,2017
Sierra Leone,mpletion rate for children of primary school age, Total,Primary education,Total,Total,64.2,2017
Sierra Leone, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,14.7,2017
Sierra Leone, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,19.8,2017
Sierra Leone, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,33.9,2017
Sierra Leone, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,22.3,2017
Sierra Leone, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,13.5,2017
Sierra Leone, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,8.9,2017
Sierra Leone, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,5.5,2017
Sierra Leone, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,24.2,2017
Sierra Leone, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,7.8,2017
Sierra Leone, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,17.3,2017
El Salvador,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,96.2,2014
El Salvador,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,95.4,2014
El Salvador,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,91.6,2014
El Salvador,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,95.7,2014
El Salvador,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,97.1,2014
El Salvador,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,97.4,2014
El Salvador,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,98.7,2014
El Salvador,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,94.8,2014
El Salvador,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,96.5,2014
El Salvador,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,95.8,2014
El Salvador,mpletion rate for children of primary school age,Female,Primary education,Total,Total,88.6,2014
El Salvador,mpletion rate for children of primary school age,Male,Primary education,Total,Total,84.3,2014
El Salvador,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,70.9,2014
El Salvador,mpletion rate for children of primary school age, Total,Primary education,Second,Total,82.6,2014
El Salvador,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,90.7,2014
El Salvador,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,95.7,2014
El Salvador,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,96.7,2014
El Salvador,mpletion rate for children of primary school age, Total,Primary education,Total,ural,80.5,2014
El Salvador,mpletion rate for children of primary school age, Total,Primary education,Total,rban,90.8,2014
El Salvador,mpletion rate for children of primary school age, Total,Primary education,Total,Total,86.4,2014
El Salvador, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,3.2,2014
El Salvador, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,3.8,2014
El Salvador, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,7.7,2014
El Salvador, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,3.7,2014
El Salvador, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,1.9,2014
El Salvador, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,2.0,2014
El Salvador, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,0.2,2014
El Salvador, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,4.5,2014
El Salvador, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,2.7,2014
El Salvador, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,3.5,2014
Serbia,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,95.11507,2019
Serbia,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,99.09004,2019
Serbia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,96.91164,2019
Serbia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,99.46466,2019
Serbia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,98.79546,2019
Serbia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,98.59309,2019
Serbia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,93.55067,2019
Serbia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,98.74851,2019
Serbia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,96.32013,2019
Serbia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,97.19102,2019
Serbia,mpletion rate for children of primary school age,Female,Primary education,Total,Total,99.70034,2019
Serbia,mpletion rate for children of primary school age,Male,Primary education,Total,Total,100.0,2019
Serbia,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,99.17097,2019
Serbia,mpletion rate for children of primary school age, Total,Primary education,Second,Total,100.0,2019
Serbia,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,100.0,2019
Serbia,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,100.0,2019
Serbia,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,100.0,2019
Serbia,mpletion rate for children of primary school age, Total,Primary education,Total,ural,100.0,2019
Serbia,mpletion rate for children of primary school age, Total,Primary education,Total,rban,99.74439,2019
Serbia,mpletion rate for children of primary school age, Total,Primary education,Total,Total,99.86143,2019
Serbia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,72.14512,2015
Serbia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,71.17573,2015
Serbia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,68.0,2019
Serbia, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,1.026168,2019
Serbia, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,0.1542416,2019
Serbia, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,0.4016696,2019
Serbia, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,0.0,2019
Serbia, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,1.204537,2019
Serbia, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,1.246853,2019
Serbia, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,0.0,2019
Serbia, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,0.1500186,2019
Serbia, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,0.8060868,2019
Serbia, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,0.5707998,2019
South Sudan,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,21.12113,2010
South Sudan,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,25.77895,2010
South Sudan,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,9.796399,2010
South Sudan,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,12.99116,2010
South Sudan,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,18.99317,2010
South Sudan,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,30.79828,2010
South Sudan,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,50.10488,2010
South Sudan,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,18.58975,2010
South Sudan,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,39.62685,2010
South Sudan,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,23.48708,2010
South Sudan,mpletion rate for children of primary school age,Female,Primary education,Total,Total,18.26395,2010
South Sudan,mpletion rate for children of primary school age,Male,Primary education,Total,Total,31.39286,2010
South Sudan,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,6.995076,2010
South Sudan,mpletion rate for children of primary school age, Total,Primary education,Second,Total,10.00403,2010
South Sudan,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,18.47211,2010
South Sudan,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,29.81252,2010
South Sudan,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,45.86407,2010
South Sudan,mpletion rate for children of primary school age, Total,Primary education,Total,ural,18.89021,2010
South Sudan,mpletion rate for children of primary school age, Total,Primary education,Total,rban,39.34068,2010
South Sudan,mpletion rate for children of primary school age, Total,Primary education,Total,Total,24.5295,2010
South Sudan, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,75.0,2010
South Sudan, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,69.8,2010
South Sudan, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,86.2,2010
South Sudan, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,84.3,2010
South Sudan, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,77.0,2010
South Sudan, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,64.7,2010
South Sudan, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,44.1,2010
South Sudan, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,77.5,2010
South Sudan, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,55.5,2010
South Sudan, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,72.4,2010
Sao Tome and Principe,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,90.56937,2019
Sao Tome and Principe,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,88.87965,2019
Sao Tome and Principe,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,87.47474,2019
Sao Tome and Principe,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,87.67879,2019
Sao Tome and Principe,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,91.03922,2019
Sao Tome and Principe,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,90.53875,2019
Sao Tome and Principe,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,91.77547,2019
Sao Tome and Principe,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,87.69257,2019
Sao Tome and Principe,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,90.65704,2019
Sao Tome and Principe,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,89.70739,2019
Sao Tome and Principe,mpletion rate for children of primary school age,Female,Primary education,Total,Total,92.10558,2019
Sao Tome and Principe,mpletion rate for children of primary school age,Male,Primary education,Total,Total,82.17219,2019
Sao Tome and Principe,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,74.39608,2019
Sao Tome and Principe,mpletion rate for children of primary school age, Total,Primary education,Second,Total,83.13161,2019
Sao Tome and Principe,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,86.70086,2019
Sao Tome and Principe,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,92.20361,2019
Sao Tome and Principe,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,98.11131,2019
Sao Tome and Principe,mpletion rate for children of primary school age, Total,Primary education,Total,ural,87.52663,2019
Sao Tome and Principe,mpletion rate for children of primary school age, Total,Primary education,Total,rban,86.951,2019
Sao Tome and Principe,mpletion rate for children of primary school age, Total,Primary education,Total,Total,87.14977,2019
Sao Tome and Principe, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,2.971352,2019
Sao Tome and Principe, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,3.713673,2019
Sao Tome and Principe, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,6.150208,2019
Sao Tome and Principe, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,4.005417,2019
Sao Tome and Principe, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,2.347276,2019
Sao Tome and Principe, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,1.852996,2019
Sao Tome and Principe, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,2.529335,2019
Sao Tome and Principe, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,3.222243,2019
Sao Tome and Principe, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,3.410265,2019
Sao Tome and Principe, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,3.350034,2019
Suriname,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,97.2,2018
Suriname,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,96.0,2018
Suriname,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,93.4,2018
Suriname,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,97.5,2018
Suriname,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,98.5,2018
Suriname,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,98.1,2018
Suriname,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,97.7,2018
Suriname,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,95.1,2018
Suriname,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,97.4,2018
Suriname,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,96.6,2018
Suriname,mpletion rate for children of primary school age,Female,Primary education,Total,Total,89.92918,2018
Suriname,mpletion rate for children of primary school age,Male,Primary education,Total,Total,80.01041,2018
Suriname,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,67.17545,2018
Suriname,mpletion rate for children of primary school age, Total,Primary education,Second,Total,82.43807,2018
Suriname,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,90.76905,2018
Suriname,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,95.45589,2018
Suriname,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,98.47493,2018
Suriname,mpletion rate for children of primary school age, Total,Primary education,Total,ural,76.8651,2018
Suriname,mpletion rate for children of primary school age, Total,Primary education,Total,rban,88.74949,2018
Suriname,mpletion rate for children of primary school age, Total,Primary education,Total,Total,85.05225,2018
Suriname, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,1.9,2018
Suriname, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,2.9,2018
Suriname, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,4.9,2018
Suriname, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,1.9,2018
Suriname, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,0.9,2018
Suriname, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,0.5,2018
Suriname, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,2.2,2018
Suriname, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,3.3,2018
Suriname, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,1.9,2018
Suriname, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,2.4,2018
Slovakia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,71.0,2019
Slovakia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,94.13853,2016
Slovakia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,92.7874,2016
Slovakia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,93.44578,2016
Slovenia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,75.47718,2015
Slovenia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,75.48761,2015
Slovenia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,75.48252,2015
Slovenia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,97.42834,2016
Slovenia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,95.27285,2016
Slovenia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,96.3191,2016
Sweden,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,74.98715,2015
Sweden,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,74.86004,2015
Sweden,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,74.0,2019
Sweden,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,98.71241,2016
Sweden,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,97.48444,2016
Sweden,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,98.07445,2016
Eswatini,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,98.0,2014
Eswatini,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,97.3,2014
Eswatini,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,97.0,2014
Eswatini,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,97.6,2014
Eswatini,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,98.4,2014
Eswatini,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,97.5,2014
